P_ID,Property_name,Price,BHK,Transaction_type,Floor,Facing_Direction,Furnishing,Ownership,Bathrooms,Car_Parking,Status,Product_link,Area_in_sqr_feet,Price_per_sqr_feet
P_1143,Private property,4500000,2,Resale,1,West,Semi-Furnished,Freehold,2,1,Ready to Move,,400,7500
P_1144,Private property,5000000,3,Resale,1,South,Semi-Furnished,Freehold,3,1,Ready to Move,,700,5556
P_1145,Private property,55000000,4,Resale,1,South,Semi-Furnished,Freehold,4,1,Ready to Move,,2595,20370
P_1146,Private property,4600000,3,Resale,2,East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/gupta-plaza-kalkaji-new-delhi-pdpid-4d4235323135313437,800,5111
P_1147,Private property,50000000,3,New Property,3,North,Semi-Furnished,Freehold,3,1,Ready to Move,,1700,27778
P_1148,Private property,25000000,3,Resale,2,North - West,Unfurnished,Freehold,3,1,Ready to Move,,120,18580
P_1149,Private property,5200000,2,Resale,0,North,Furnished,Freehold,2,1,Ready to Move,,600,8000
P_1150,Private property,110000000,4,Resale,2,West,Semi-Furnished,Freehold,4,2,Ready to Move,,3600,30556
P_1151,Private property,5500000,1,New Property,4,North,Semi-Furnished,Freehold,2,1,Ready to Move,,700,6111
P_1152,Private property,3600000,2,Resale,1,East,Furnished,Freehold,2,1,Ready to Move,,651,5530
P_1153,Private property,10500000,3,Resale,2,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/vishal-apartment-vasundhara-enclave-new-delhi-pdpid-4d4235303735313434,1100,8077
P_1154,Private property,42000000,3,New Property,1,East,Semi-Furnished,Freehold,3,2,Ready to Move,,1400,23333
P_1155,Private property,9500000,2,Resale,3,East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/siddhartha-extension-pocket-c-maharani-bagh-new-delhi-pdpid-4d4235313733303531,900,10556
P_1156,Private property,4000000,1,Resale,1,East,Semi-Furnished,Freehold,1,1,Ready to Move,,350,6667
P_1157,Private property,29000000,3,Resale,4,North - East,Unfurnished,Freehold,3,2,Ready to Move,,1800,16111
P_1158,Private property,75000000,4,New Property,1,East,Furnished,Freehold,4,2,Ready to Move,https://www.magicbricks.com/rwa-south-extension-2-south-extension-2-new-delhi-pdpid-4d4235323037373833,4000,18750
P_1159,Private property,12000000,3,Resale,3,North - East,Semi-Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/dda-pocket-2-mig-dwarka-new-delhi-pdpid-4d4235333336313633,1600,8571
P_1160,Private property,13500000,2,Resale,0,North,Furnished,Power Of Attorney,2,1,Ready to Move,https://www.magicbricks.com/jhulelal-apartment-pitampura-new-delhi-pdpid-4d4235303130373937,1100,11250
P_1161,Private property,4200000,3,Resale,2,South - East,Unfurnished,Freehold,2,1,Ready to Move,,800,4667
P_1162,Private property,16200000,2,Resale,3,North - East,Semi-Furnished,Freehold,2,2,Ready to Move,https://www.magicbricks.com/dda-flats-jasola-vihar-new-delhi-pdpid-4d4235303131343535,1200,12462
P_1163,Shubham India Real Estate Agency,2730000,2,New Property,1,East,Semi-Furnished,Freehold,2,1,Ready to Move,,650,3893
P_1164,Joshi Property,16000000,3,Resale,1,East,Semi-Furnished,Freehold,3,1,Ready to Move,,900,13333
P_1165,Joshi Property,150000000,4,New Property,3,North - West,Semi-Furnished,Freehold,4,2,Ready to Move,,5078,25641
P_1166,Joshi Property,5500000,3,New Property,3,East,Furnished,Power Of Attorney,2,1,Ready to Move,https://www.magicbricks.com/sai-savera-dwarka-sector-15-new-delhi-pdpid-4d4235313131313331,1000,5238
P_1167,Joshi Property,10800000,2,Resale,3,East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/satyashanti-apartment-rohini-sector-13-new-delhi-pdpid-4d4235303130393438,79,12088
P_1168,Joshi Property,14200000,3,Resale,2,North,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/suruchi-apartments-dwarka-sector-10-new-delhi-pdpid-4d4235303131303330,1500,8606
P_1169,Joshi Property,1350000,1,Resale,1,East,Semi-Furnished,Freehold,1,1,Ready to Move,,340,3750
P_1170,Joshi Property,22500000,3,Resale,4,South - East,Unfurnished,Freehold,3,1,Ready to Move,,200,12500
P_1171,Joshi Property,2700000,3,Resale,3,South,Unfurnished,Freehold,3,1,Ready to Move,,668,4042
P_1172,Joshi Property,16200000,3,New Property,2,East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/amar-jyoti-kunj-apartment-mayur-vihar-1-new-delhi-pdpid-4d4235303833393335,1000,14211
P_1173,Joshi Property,12500000,2,Resale,1,South,Furnished,Freehold,2,1,Ready to Move,,700,12500
P_1174,Parul property,20000000,3,Resale,0,North - West,Unfurnished,Freehold,2,1,Ready to Move,,1400,13333
P_1175,Parul property,57500000,3,New Property,2,North,Semi-Furnished,Freehold,3,1,Ready to Move,,217,10000
P_1176,Parul property,3500000,2,New Property,3,East,Semi-Furnished,Freehold,2,1,Ready to Move,,900,3500
P_1177,Parul property,4900000,2,Resale,1,East,Unfurnished,Freehold,2,1,Ready to Move,,650,7000
P_1178,Parul property,1800000,2,Resale,1,East,Furnished,Freehold,1,1,Ready to Move,,450,4000
P_1179,Parul property,76500000,4,New Property,1,East,Unfurnished,Freehold,5,1,Ready to Move,,500,17000
P_1180,Parul property,2200000,1,Resale,3,North,Semi-Furnished,Freehold,1,1,Ready to Move,,420,4889
P_1181,Parul property,8900000,3,Resale,3,East,Unfurnished,Freehold,3,1,Ready to Move,,900,7417
P_1182,Parul property,35000000,4,Resale,2,North - East,Semi-Furnished,Freehold,5,2,Ready to Move,,3800,7292
P_1183,Parul property,32500000,4,Resale,4,North - East,Semi-Furnished,Freehold,3,1,Ready to Move,,2300,13000
P_1184,Parul property,3000000,2,Resale,1,North,Semi-Furnished,Freehold,2,1,Ready to Move,,550,4762
P_1185,Parul property,7600000,2,Resale,0,East,Unfurnished,Freehold,2,1,Ready to Move,,900,7600
P_1186,Private property,27500000,4,Resale,4,East,Furnished,Freehold,3,1,Ready to Move,,1350,18333
P_1187,Private property,2650000,3,Resale,0,East,Semi-Furnished,Power Of Attorney,2,1,Ready to Move,,350,5891
P_1188,Private property,12000000,3,Resale,1,East,Semi-Furnished,Leasehold,2,1,Ready to Move,,1150,9600
P_1189,Private property,4500000,1,New Property,0,North,Semi-Furnished,Freehold,1,1,Ready to Move,https://www.magicbricks.com/netaji-subhash-chandra-dda-flat-dwarka-sector-13-new-delhi-pdpid-4d4235303734373935,400,10000
P_1190,Private property,35000000,5,Resale,4,North - East,Semi-Furnished,Freehold,5,1,Ready to Move,,2400,12500
P_1191,Private property,52500000,4,Resale,3,South,Unfurnished,Freehold,3,1,Ready to Move,,2500,20192
P_1192,Private property,4200000,2,Resale,3,North - West,Furnished,Freehold,2,1,Ready to Move,,650,6000
P_1193,Private property,5000000,2,Resale,2,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,,800,5263
P_1194,Private property,9500000,4,Resale,4,South,Unfurnished,Freehold,4,1,Ready to Move,,1600,5000
P_1195,Private property,4900000,3,Resale,3,North,Unfurnished,Freehold,1,1,Ready to Move,,800,5444
P_1196,Private property,1800000,1,Resale,2,South - East,Unfurnished,Freehold,1,1,Ready to Move,,400,4000
P_1197,Private property,23500000,3,Resale,2,West,Unfurnished,Freehold,2,2,Ready to Move,https://www.magicbricks.com/dda-flats-vasant-apartments-vasant-kunj-new-delhi-pdpid-4d4235303735323035,2000,11190
P_1198,Private property,2500000,1,Resale,2,East,Unfurnished,Freehold,1,1,Ready to Move,,300,10000
P_1199,Private property,3800000,2,Resale,2,East,Unfurnished,Freehold,2,1,Ready to Move,,75,10000
P_1200,Private property,18000000,3,Resale,7,North - East,Semi-Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/heritage-tower-dwarka-sector-3-new-delhi-pdpid-4d4235303130353835,1950,9231
P_1201,Private property,52500000,3,Resale,1,West,Semi-Furnished,Freehold,4,2,Ready to Move,https://www.magicbricks.com/annand-niketan-chs-moti-bagh-new-delhi-pdpid-4d4235313730353039,1650,28378
P_1202,Private property,26000000,3,Resale,1,North - East,Unfurnished,Freehold,3,1,Ready to Move,,1600,13684
P_1203,Private property,62500000,4,New Property,2,North - East,Semi-Furnished,Freehold,4,1,Ready to Move,,2400,23148
P_1204,Private property,33500000,4,Resale,1,North,Semi-Furnished,Freehold,4,1,Ready to Move,,2300,12407
P_1205,Private property,17000000,3,Resale,1,North - East,Semi-Furnished,Freehold,3,1,Ready to Move,,180,10494
P_1206,Private property,22500000,3,Resale,7,North - East,Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/pragya-apartments-dwarka-sector-2-new-delhi-pdpid-4d4235303732343736,1800,12500
P_1207,Nikhil  Sharma,28000000,4,New Property,5,North - West,Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/sant-sunder-dass-apartment-dwarka-sector-12-new-delhi-pdpid-4d4235303131303435,1850,12727
P_1208,Gupta Properties,35500000,4,Resale,3,North - West,Semi-Furnished,Freehold,3,2,Ready to Move,,2300,15435
P_1209,Gupta Properties,55000000,3,Resale,1,East,Furnished,Freehold,3,2,Ready to Move,,250,24444
P_1210,Gupta Properties,35000000,4,New Property,2,East,Semi-Furnished,Freehold,4,2,Under Construction,,2250,15556
P_1211,Gupta Properties,30000000,3,New Property,2,North,Unfurnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/rwa-e-block-greater-kailash-1-new-delhi-pdpid-4d4235323037373431,1500,16026
P_1212,Gupta Properties,43500000,3,New Property,1,North,Unfurnished,Freehold,3,1,Ready to Move,,1800,24167
P_1213,Gupta Properties,13200000,2,Resale,0,South -West,Unfurnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/dda-flats-munirka-munirka-new-delhi-pdpid-4d4235303336333534,950,12000
P_1214,Gupta Properties,7200000,2,Resale,1,East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/rwa-gg1-block-vikaspuri-vikaspuri-new-delhi-pdpid-4d4235313732323637,900,7579
P_1215,Gupta Properties,35000000,3,Resale,0,North - East,Semi-Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/dda-pocket-2-vasant-kunj-sector-d-new-delhi-pdpid-4d4235303737343539,1600,19444
P_1216,Gupta Properties,15500000,3,Resale,1,North,Semi-Furnished,Freehold,3,1,Ready to Move,,1200,12917
P_1217,Gupta Properties,4000000,2,New Property,1,East,Semi-Furnished,Freehold,2,1,Ready to Move,,450,8889
P_1218,Dwarka Real Estates,15800000,3,Resale,5,North,Furnished,Freehold,3,2,Ready to Move,https://www.magicbricks.com/kamakshi-apartment-dwarka-sector-6-new-delhi-pdpid-4d4235303130393737,1500,9294
P_1219,Bhardwaj Associates,12500000,2,Resale,1,North - East,Unfurnished,Leasehold,1,1,Ready to Move,,500,16667
P_1220,Adventum Realty World,15000000,3,Resale,6,East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/young-aheria-cghs-dwarka-new-delhi-pdpid-4d4235303335333237,1450,9677
P_1221,Private property,38500000,3,New Property,2,North,Unfurnished,Freehold,3,1,Ready to Move,,199,24839
P_1222,Private property,41500000,4,Resale,0,North,Unfurnished,Freehold,3,1,Ready to Move,,325,14188
P_1223,Private property,17500000,3,Resale,2,North - East,Semi-Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/baroda-house-apartment-dwarka-sector-10-new-delhi-pdpid-4d4235303131303138,1500,10938
P_1224,Private property,84900000,4,New Property,2,West,Semi-Furnished,Freehold,5,3,Ready to Move,,460,20507
P_1225,Private property,14000000,3,Resale,0,East,Unfurnished,Freehold,2,1,Ready to Move,,1300,9333
P_1226,Skylink Associates(Regd),5000000,1,Resale,0,North - East,Semi-Furnished,Freehold,1,1,Ready to Move,,300,13158
P_1227,Private property,3200000,2,Resale,3,North,Furnished,Power Of Attorney,2,1,Ready to Move,,750,4000
P_1228,Private property,37500000,3,Resale,2,East,Semi-Furnished,Freehold,3,1,Ready to Move,,1350,22059
P_1229,Private property,22500000,3,Resale,4,North - East,Furnished,Freehold,3,1,Ready to Move,,1400,14062
P_1230,Private property,4300000,3,New Property,3,South - East,Semi-Furnished,Freehold,3,1,Ready to Move,,600,5375
P_1231,Rajeev  Goel,50000000,4,Resale,3,East,Semi-Furnished,Freehold,4,1,Ready to Move,,2300,18519
P_1232,Real Estate,8000000,3,Resale,2,North - East,Unfurnished,Power Of Attorney,3,1,Ready to Move,,1200,5333
P_1233,Real Estate,17500000,3,Resale,2,North - East,Furnished,Freehold,2,2,Ready to Move,https://www.magicbricks.com/shree-hari-apartments-dwarka-sector-12-new-delhi-pdpid-4d4235303130363238,1450,10294
P_1234,Real Estate,43000000,4,Resale,1,North,Unfurnished,Freehold,5,2,Ready to Move,,2100,19545
P_1235,Real Estate,28500000,4,New Property,0,East,Semi-Furnished,Freehold,3,2,Ready to Move,,2200,11400
P_1236,Real Estate,8200000,4,New Property,2,East,Furnished,Freehold,3,1,Ready to Move,,125,6508
P_1237,Real Estate,20000000,3,Resale,1,South -West,Semi-Furnished,Freehold,3,2,Ready to Move,,1350,14815
P_1238,Real Estate,20000000,3,Resale,1,South -West,Semi-Furnished,Freehold,3,2,Ready to Move,,1350,14815
P_1239,Real Estate,17000000,2,Resale,1,North - East,Unfurnished,Freehold,2,1,Ready to Move,,1200,10625
P_1240,Real Estate,27500000,3,Resale,1,North,Unfurnished,Freehold,3,2,Ready to Move,https://www.magicbricks.com/d3-&-d4-vasant-kunj-vasant-kunj-new-delhi-pdpid-4d4235313639353731,1500,18333
P_1241,Real Estate,18000000,3,Resale,2,East,Unfurnished,Freehold,3,1,Ready to Move,,1400,12857
P_1242,Private property,31500000,3,Resale,0,East,Semi-Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/dda-flats-sector-a-pocket-b-&-c-vasant-kunj-new-delhi-pdpid-4d4235303333313839,1900,17500
P_1243,manish,3900000,3,Resale,4,East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/duggal-housing-complex-khanpur-new-delhi-pdpid-4d4235303331393738,910,3900
P_1244,Chandok Associates,42500000,4,New Property,0,East,Unfurnished,Freehold,3,2,Ready to Move,https://www.magicbricks.com/dda-sunder-apartments-paschim-vihar-new-delhi-pdpid-4d4235303835333536,1900,19318
P_1245,Chandok Associates,2650000,2,New Property,2,West,Unfurnished,Freehold,2,1,Ready to Move,,540,4077
P_1246,Chandok Associates,25000000,4,Resale,1,North,Unfurnished,Freehold,4,1,Ready to Move,https://www.magicbricks.com/nav-sansad-vihar-dwarka-sector-22-new-delhi-pdpid-4d4235303131313331,1998,10535
P_1247,Chandok Associates,5800000,2,Resale,0,East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/ankur-apartment-paschim-vihar-new-delhi-pdpid-4d4235303835333335,950,6105
P_1248,Chandok Associates,4500000,3,Resale,2,East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/jvts-gardens-chhattarpur-new-delhi-pdpid-4d4235303130363533,1220,3689
P_1249,Chandok Associates,21000000,2,Resale,3,East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/rwa-greater-kailash-1-greater-kailash-1-new-delhi-pdpid-4d4235323037373437,750,21000
P_1250,Chandok Associates,10500000,2,Resale,3,North,Semi-Furnished,Freehold,2,2,Ready to Move,https://www.magicbricks.com/dda-akshardham-apartments-dwarka-sector-19-new-delhi-pdpid-4d4235303131303232,950,10500
P_1251,Chandok Associates,13500000,3,New Property,1,North - East,Semi-Furnished,Freehold,3,1,Ready to Move,,120,12000
P_1252,Chandok Associates,26000000,3,New Property,1,North - West,Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/printers-apartments-rohini-sector-13-new-delhi-pdpid-4d4235303131323836,1550,14857
P_1253,Chandok Associates,17500000,3,New Property,1,East,Semi-Furnished,Freehold,3,1,Ready to Move,,1380,12500
P_1254,Homebox Realty,62500000,4,New Property,3,South - East,Semi-Furnished,Freehold,4,2,Ready to Move,,2250,23148
P_1255,Homebox Realty,3700000,2,New Property,2,North,Semi-Furnished,Freehold,2,1,Ready to Move,,680,4933
P_1256,Homebox Realty,9500000,2,Resale,2,North,Unfurnished,Freehold,2,1,Ready to Move,,1000,7917
P_1257,Homebox Realty,13500000,3,Resale,3,East,Semi-Furnished,Freehold,3,1,Ready to Move,,1400,9000
P_1258,Homebox Realty,270000000,4,Resale,3,East,Semi-Furnished,Freehold,5,1,Ready to Move,,3200,52174
P_1259,Homebox Realty,14000000,2,New Property,1,North,Unfurnished,Freehold,2,1,Ready to Move,,850,15556
P_1260,Homebox Realty,10500000,2,Resale,1,North - East,Unfurnished,Freehold,2,1,Ready to Move,,90,12963
P_1261,Homebox Realty,37500000,4,Resale,3,North - East,Semi-Furnished,Freehold,3,1,Ready to Move,,300,13889
P_1262,Homebox Realty,85000000,4,Resale,0,North - West,Unfurnished,Freehold,5,1,Under Construction,,2435,27869
P_1263,Homebox Realty,25000000,4,Resale,2,East,Unfurnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/navkunj-apartment-indraprastha-extension-new-delhi-pdpid-4d4235303833373333,1700,14706
P_1264,Property Affair,9000000,3,Resale,1,South - East,Unfurnished,Freehold,2,1,Ready to Move,,800,9000
P_1265,Private property,3500000,2,New Property,1,East,Semi-Furnished,Freehold,2,1,Ready to Move,,720,4861
P_1266,Private property,13500000,3,Resale,2,East,Semi-Furnished,Freehold,2,1,Ready to Move,,125,11538
P_1267,Private property,46000000,3,New Property,2,East,Unfurnished,Freehold,2,1,Under Construction,https://www.magicbricks.com/dlf-one-midtown-moti-nagar-new-delhi-pdpid-4d4235333234373937,2278,20193
P_1268,Private property,30000000,3,Resale,3,South -West,Unfurnished,Freehold,2,2,Ready to Move,https://www.magicbricks.com/dda-flats-vasant-kunj-vasant-kunj-new-delhi-pdpid-4d4235303333323130,1400,17647
P_1269,Private property,18500000,3,New Property,1,North,Furnished,Freehold,3,1,Ready to Move,,96,17903
P_1270,Private property,18000000,3,Resale,5,East,Semi-Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/classic-apartment-dwarka-sector-22-new-delhi-pdpid-4d4235303734313432,1850,8182
P_1271,Private property,51500000,4,Resale,16,North,Semi-Furnished,Freehold,4,2,Under Construction,https://www.magicbricks.com/unity-the-amaryllis-karol-bagh-new-delhi-pdpid-4d4235303837383631,2701,19067
P_1272,Hitesh  Chhabra,28500000,3,Resale,2,North,Semi-Furnished,Freehold,3,1,Ready to Move,,1440,19792
P_1273,Private property,80000000,3,Resale,4,North,Unfurnished,Freehold,3,1,Ready to Move,,2200,36364
P_1274,Private property,18000000,3,Resale,0,North - East,Unfurnished,Freehold,3,2,Ready to Move,,1750,9730
P_1275,Private property,3800000,2,New Property,3,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,,500,4750
P_1276,Private property,15600000,3,Resale,6,North - East,Semi-Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/crown-co-operative-housing-society-dwarka-new-delhi-pdpid-4d4235303131303337,1700,8667
P_1277,Private property,66700000,3,New Property,8,North - East,Furnished,Freehold,3,3,Under Construction,https://www.magicbricks.com/godrej-prima-okhla-phase-1-new-delhi-pdpid-4d4235333334333339,1690,29000
P_1278,Private property,29000000,3,Resale,1,East,Semi-Furnished,Freehold,3,1,Ready to Move,,180,16782
P_1279,Shree Bhim Sons Realtors & Promoters,9000000,2,Resale,3,North - East,Unfurnished,Freehold,2,2,Ready to Move,https://www.magicbricks.com/sarvhit-apartments-dda-flats-dwarka-sector-17-new-delhi-pdpid-4d4235303334363637,800,9000
P_1280,Shree Bhim Sons Realtors & Promoters,29900000,4,Resale,2,North - East,Unfurnished,Freehold,4,1,Ready to Move,,2100,12458
P_1281,Shree Bhim Sons Realtors & Promoters,65000000,4,New Property,2,North - East,Semi-Furnished,Freehold,3,2,Ready to Move,,480,14444
P_1282,Shree Bhim Sons Realtors & Promoters,105000000,4,Resale,24,North - East,Furnished,Freehold,5,4,Ready to Move,https://www.magicbricks.com/dlf-capital-greens-1-and-2-moti-nagar-new-delhi-pdpid-4d4235303031303330,2500,32159
P_1283,Shree Bhim Sons Realtors & Promoters,3800000,2,New Property,2,North - East,Semi-Furnished,Freehold,1,1,Ready to Move,,350,7600
P_1284,Shree Bhim Sons Realtors & Promoters,24700000,1,New Property,10,North - East,Furnished,Co-operative Society,1,1,Under Construction,https://www.magicbricks.com/godrej-south-estate-okhla-new-delhi-pdpid-4d4235313235323335,600,29162
P_1285,Shree Balaji Real Estate Pvt. Ltd.,15500000,3,Resale,2,North - East,Unfurnished,Freehold,2,2,Ready to Move,https://www.magicbricks.com/dda-flats-sarita-vihar-new-delhi-pdpid-4d4235303131343536,1700,8611
P_1286,Nimish  Chopra,17500000,3,Resale,4,North - West,Unfurnished,Freehold,3,1,Ready to Move,,1114,14583
P_1287,Property Linkers,18000000,3,Resale,6,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/garden-estate-dwarka-sector-22-new-delhi-pdpid-4d4235303130373833,1600,10000
P_1288,Property Linkers,9000000,3,New Property,1,West,Semi-Furnished,Power Of Attorney,2,1,Ready to Move,,1000,8182
P_1289,Aashiyana Properties,28500000,4,Resale,6,East,Unfurnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/sant-sunder-dass-apartment-dwarka-sector-12-new-delhi-pdpid-4d4235303131303435,2100,12955
P_1290,G K Estate,8500000,2,New Property,1,East,Unfurnished,Freehold,2,1,Ready to Move,,720,12143
P_1291,Rakesh Chawla,14000000,3,Resale,4,North - East,Semi-Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/dgs-apartment-dwarka-sector-22-new-delhi-pdpid-4d4235303031393039,1500,7778
P_1292,Private property,28000000,3,Resale,2,East,Semi-Furnished,Freehold,3,2,Ready to Move,https://www.magicbricks.com/dda-gaurav-apartment-saket-new-delhi-pdpid-4d4235303735373633,2100,11200
P_1293,Private property,37000000,3,New Property,0,East,Semi-Furnished,Freehold,3,1,Ready to Move,,1450,21765
P_1294,Private property,17300000,4,Resale,5,East,Semi-Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/eden-tower-apartment-dwarka-sector-5-new-delhi-pdpid-4d4235303131323938,1900,8238
P_1295,Private property,11000000,3,Resale,1,East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/project-shiva-enclave-paschim-vihar-new-delhi-pdpid-4d4235303131323731,950,10000
P_1296,Private property,20000000,3,Resale,2,East,Semi-Furnished,Freehold,3,1,Ready to Move,,1400,13889
P_1297,Private property,24900000,3,Resale,1,North,Unfurnished,Freehold,3,1,Ready to Move,,190,13833
P_1298,Private property,40000000,4,New Property,1,North - East,Semi-Furnished,Freehold,4,2,Ready to Move,,2250,16327
P_1299,Private property,19000000,3,Resale,3,North,Furnished,Freehold,3,1,Ready to Move,,1800,8837
P_1300,Private property,100000000,4,Resale,3,North,Unfurnished,Freehold,5,1,Ready to Move,,2500,40000
P_1301,Private property,13000000,3,Resale,7,North - East,Unfurnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/capital-apartment-vasundhara-enclave-new-delhi-pdpid-4d4235303735313232,1400,8387
P_1302,Private property,34000000,3,Resale,2,East,Semi-Furnished,Freehold,3,2,Ready to Move,,1500,20606
P_1303,Private property,45000000,3,New Property,Top,East,Semi-Furnished,Freehold,4,2,Ready to Move,,200,25000
P_1304,Private property,12000000,3,New Property,0,East,Semi-Furnished,Freehold,2,1,Ready to Move,,9000,12000
P_1305,Private property,10000000,2,Resale,2,North - West,Semi-Furnished,Freehold,2,1,Ready to Move,,100,11111
P_1306,Private property,2550000,3,New Property,1,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,,675,3776
P_1307,Private property,12500000,3,Resale,4,East,Furnished,Freehold,2,1,Ready to Move,,1100,10870
P_1308,Private property,9500000,3,Resale,3,East,Furnished,Freehold,2,1,Ready to Move,,1250,7037
P_1309,Private property,70000000,4,New Property,1,East,Semi-Furnished,Freehold,4,2,Ready to Move,,4850,14286
P_1310,Private property,200000000,8,Resale,4,North,Semi-Furnished,Freehold,9,3,Ready to Move,,7000,20000
P_1311,Private property,40000000,3,New Property,1,East,Semi-Furnished,Freehold,3,2,Ready to Move,,1980,28571
P_1312,Private property,14600000,3,Resale,2,East,Unfurnished,Freehold,2,1,Ready to Move,,1450,9733
P_1313,Private property,6500000,3,Resale,0,North,Semi-Furnished,Freehold,3,1,Ready to Move,,125,5556
P_1314,Private property,25000000,3,Resale,2,North - East,Semi-Furnished,Freehold,3,1,Ready to Move,,1400,17361
P_1315,Private property,34000000,4,Resale,2,South - East,Unfurnished,Freehold,4,1,Ready to Move,,1800,16190
P_1316,Private property,29000000,3,Resale,1,North - West,Semi-Furnished,Freehold,3,1,Ready to Move,,200,16111
P_1317,Private property,5500000,2,Resale,1,East,Semi-Furnished,Freehold,2,1,Ready to Move,,48,10000
P_1318,Private property,4000000,3,New Property,1,North - West,Semi-Furnished,Freehold,2,1,Ready to Move,,900,4000
P_1319,Private property,24500000,4,Resale,6,North - East,Furnished,Freehold,4,1,Ready to Move,https://www.magicbricks.com/diamond-square-dwarka-sector-6-new-delhi-pdpid-4d4235303131333839,1900,10208
P_1320,Private property,26000000,3,New Property,1,North - East,Unfurnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/d3-&-d4-vasant-kunj-vasant-kunj-new-delhi-pdpid-4d4235313639353731,1400,17333
P_1321,Private property,32400000,4,New Property,2,North - East,Semi-Furnished,Freehold,4,2,Ready to Move,,2000,14400
P_1322,Private property,30000000,4,Resale,5,North - East,Semi-Furnished,Freehold,4,1,Ready to Move,https://www.magicbricks.com/skylark-apartment-dwarka-sector-6-new-delhi-pdpid-4d4235303131303836,1700,13636
P_1323,Private property,35000000,3,Resale,0,East,Semi-Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/dlf-capital-greens-1-and-2-moti-nagar-new-delhi-pdpid-4d4235303031303330,1680,20833
P_1324,Private property,37500000,4,New Property,2,South,Semi-Furnished,Freehold,4,1,Under Construction,,225,16667
P_1325,Private property,23500000,4,Resale,5,North - East,Semi-Furnished,Freehold,4,1,Ready to Move,https://www.magicbricks.com/chandanwari-apartments-dwarka-sector-10-new-delhi-pdpid-4d4235303130373730,1900,10217
P_1326,Private property,1800000,2,Resale,3,East,Semi-Furnished,Freehold,1,1,Ready to Move,,470,3600
P_1327,Private property,23000000,3,Resale,3,South - East,Unfurnished,Freehold,2,2,Ready to Move,https://www.magicbricks.com/dda-flats-vasant-kunj-vasant-kunj-new-delhi-pdpid-4d4235303333323130,1700,12105
P_1328,Private property,37500000,3,Resale,1,North,Unfurnished,Freehold,3,1,Ready to Move,,2200,15625
P_1329,Private property,19000000,3,Resale,3,North,Furnished,Freehold,3,1,Ready to Move,,1800,8837
P_1330,Private property,100000000,4,Resale,3,North,Unfurnished,Freehold,5,1,Ready to Move,,2500,40000
P_1331,Private property,37500000,3,Resale,1,North,Unfurnished,Freehold,3,1,Ready to Move,,2200,15625
P_1332,Private property,6500000,2,New Property,0,East,Semi-Furnished,Freehold,2,1,Ready to Move,,675,9286
P_1333,Private property,52500000,4,New Property,1,North - East,Semi-Furnished,Freehold,4,2,Ready to Move,,1800,29167
P_1334,Private property,11000000,3,Resale,3,North - East,Unfurnished,Freehold,2,3,Ready to Move,,1200,10000
P_1335,Private property,42500000,5,Resale,0,East,Furnished,Freehold,4,1,Ready to Move,,350,10494
