P_ID,Property_name,Price,BHK,Transaction_type,Floor,Facing_Direction,Furnishing,Ownership,Society_name,Bathrooms,Car_Parking,Status,Agent_name,Buyers_from_agents,Owner_name,Address,Product_link,Area_in_sqr_feet,Price_per_sqr_feet,Reviews
P_190,Sahyog Properties,1.50 Cr,3,Resale,Ground,North,Unfurnished,Freehold,DDA KD Block,2,1,Ready to Move,,5500,,"DDA KD Block, Pitampura",https://www.magicbricks.com/dda-kd-block-pitampura-new-delhi-pdpid-4d4235303131333138,1000,"12,500 per sqft",Available For Sale 3 BHK Residential Apartment area 1200 Sq. ft. approx good looking well maintained society on ground floor in JD Block pitampura
P_191,Deep Properties,1.50 Cr,3,New Property,1,North - West,Semi-Furnished,Power Of Attorney,DDA Kohinoor Enclave,4,1,Ready to Move,,100,,"DDA Kohinoor Enclave, Saket",https://www.magicbricks.com/dda-kohinoor-enclave-saket-new-delhi-pdpid-4d4235303735353839,1800,"7,895 per sqft","this is a very good builder floor for live or investment purpose. separate gated society with all basic amenities like 24 water, electricity, security. this is very peaceful and green area are called western marg, just 3 to 4 mints walking from saket metro."
P_192,Deep Properties,1.35 Cr,2,Resale,2,North - East,Unfurnished,Freehold,DDA Flats Munirka,2,1,Ready to Move, Gupta Associates,,,"DDA Flats Munirka, Munirka",https://www.magicbricks.com/dda-flats-munirka-munirka-new-delhi-pdpid-4d4235303336333534,1000,"11,250 per sqft","SHOW ANY TIME IT IS ON SECOND  FLOOR and fully sunlight Flat. And it has 1 open car parking and its a very good 2bhk flat for Sell in Dda Flats Munirka south Delhi. It is a superb property and offers an excellent view. The flat is unfurnished with multiple amenities and promises a comfortable stay.It is Feng Shui Vaastu compliant, which is considered to bring positive energy and availability of a piped gas. Indeed, society too has multiple facilities for enjoyment, such as clubhouse, Garden, water softening plant, etc. AND I HAVE FIRST, SECOND, THIRD FLOOR ALSO AVAILABLE."
P_193,Deep Properties,1.46 Cr,3,Resale,5,North - East,Semi-Furnished,Freehold,DDA Sanskriti Apartments,2,,Ready to Move, Sanjay Properties,,,"DDA Sanskriti Apartments, DS 19",https://www.magicbricks.com/dda-sanskriti-apartments-dwarka-sector-19-new-delhi-pdpid-4d4235303334363439,1650,"8,588 per sqft",very good society near metro station and market
P_194,Deep Properties,1.55 Cr,4,Resale,7,North - East,Semi-Furnished,Freehold,,3,,Ready to Move, Nitin Malhotra,,,Mayur Vihar Phase 1 Extension,,1800,"9,394 per sqft",Spacious 4bhk flat on 7th floor with good natural sunlight and good ventilation
P_195,Deep Properties,2.70 Cr,4,Resale,1,East,Unfurnished,Freehold,Rajouri Apartments,4,,Ready to Move, Puneet,,,"Rajouri Apartments, Rajouri Garden",https://www.magicbricks.com/rajouri-apartments-rajouri-garden-new-delhi-pdpid-4d4235303130363332,2000,"13,500 per sqft",4 Bedroom 4 Bathroom Drawing Dining newly renovated First Floor Free-Hold Flat in RAJOURI APARTMENTS. EXCELLENT LOCATION WITH ADEQUATE PARKING SPACE
P_196,Deep Properties,6 Cr,4,New Property,4,North - East,Semi-Furnished,Freehold,Hauz Khas Apartment,4,,Ready to Move, JLL Residential,,,"Hauz Khas Apartment, Hauz Khas",https://www.magicbricks.com/hauz-khas-apartment-hauz-khas-new-delhi-pdpid-4d4235303039373830,280,"23,810 per sqft",Top floor with terrace
P_197,Deep Properties,90 Lac,3,New Property,2,North - East,Semi-Furnished,Freehold,Lamba Rohini Builder Floors,2,1,Ready to Move, Gupta Estates,,,"Lamba Rohini Builder Floors, Rohini Sector 24",https://www.magicbricks.com/lamba-rohini-builder-floors-rohini-sector-24-new-delhi-pdpid-4d4235313035373531,60,"13,064 per sqft",This property is sector 25 rohini good sector and developing.
P_198,Deep Properties,95 Lac,3,New Property,1,North,Semi-Furnished,Freehold,Sree Badrinath Apartment,2,1,Ready to Move, LAMAR REALTY,,,"Sree Badrinath Apartment, Dwarka Sector 28",https://www.magicbricks.com/sree-badrinath-apartment-dwarka-new-delhi-pdpid-4d4235303131303433,130,"8,120 per sqft","Looking for a luxurious apartment with best facilities You are at the right placeA freehold residential apartment. It is located on the 1st floor, which comprises of 3 bedrooms, 2 bathrooms, and kitchen.There is a balcony in the property, which makes it fully ventilated, full of natural light, with a relaxing view to enjoy.Everything within the apartment is of high quality.Residents will be able to enjoy safe, and secure neighbourhood , as the community is gated.The property is at favorable locality, as it is close to metro station, which makes it convenient for the residents"
P_199,Deep Properties,5 Cr,4,New Property,1,North - East,Semi-Furnished,Freehold,,4,2,Ready to Move, Agent Hero Realtor,,,Greater Kailash 1,,280,"18,519 per sqft","It s newly constructed property, with 2 reserved car parking, NE facing, Its on 30 feet wide road, with wardrob in each room, and 7 AC, and ceiling fan is installed in the entire flat floor."
P_200,Deep Properties,4.25 Cr,3,New Property,,,Semi-Furnished,,South Delhi Builder Floors,,1,Ready to Move, Ace Realtors,,,"South Delhi Builder Floors, Greater Kailash",https://www.magicbricks.com/south-delhi-builder-floors-greater-kailash-new-delhi-pdpid-4d4235333238363737,1872,"22,703 per sqft","South Delhi Builder Floors is One of our most prestigious and popular residential project located in the heart of South Delhi at Greater Kailash, New DelhiThis project offers 3, 4 and 5 BHK Ultra Luxurious Builder Floor Flats for the comfort of residents.It is close to market and many educational institutions in and around Greater Kailash, New Delhi.Our projects are only 2 minutes away from Greater Kailash Metro Station and it is only 30 to 35 minutes away from Noida, Gurugram & Cannaught Place."
P_201,Deep Properties,5.15 Cr,4,New Property,,,Semi-Furnished,,DLF One Midtown,,1,Under Construction, Star Estate,,,"DLF One Midtown, Moti Nagar, Kirti Nagar",https://www.magicbricks.com/dlf-one-midtown-moti-nagar-new-delhi-pdpid-4d4235333234373937,3030,"16,997 per sqft","DLF One Midtown, a newly launched residential project offers you ultra-modern yet courteous luxury homes, nestled in the lap of scenery, and neighbouring a staggering 100 acres of lush greens. With 100 acres of greenery, DLF Midtown project is like a breath of fresh air in the concrete jungle. An iconic place set to become the new address for a fantastic luxury lifestyle.DLF One Midtown Delhi - an ocean of tranquillity, accessibility, convenience and value, located in the heart of West Delhi, Moti Nagar. Some of the biggest automobile companies like Audi, Renault, Tata Motors, Mercedes, MG Motors, and Skoda are your neighbours here. On offer are some of the choicest 2, 3, and 4 BHK Apartments executed by a best developer, a name passionate about quality & timely execution."
P_202,Central Intelligentsia Estate Trading and Development Private Limited,1 Cr,3,New Property,3,East,Semi-Furnished,Freehold,Palm Green,2,1,Under Construction,,6000,,"Palm Green, Palam Extension",https://www.magicbricks.com/palm-green-dwarka-sector-7-new-delhi-pdpid-4d4235333036333537,1323,,"Property situated in the prime location of dwarka at walking distance metro station.3 bed rooms with 2 bath rooms Covered parking.Heavy false ceiling work in all rooms.Wide balcony on front.Each bathroom with tile work with complete fittings and attachments.Front elevation granite stone with stainless steel railing.Separate electric and water connections with appropriate meters.Ground water and delhi jal board water supply.Electric fittings with branded wire  modular switches.Easy approach to public transport and market.Besides above, similar properties of different range and size"
P_203,Zenith Estates,4.75 Cr,4,New Property,1,,Semi-Furnished,,South Delhi Luxury Floors,4,,Ready to Move, Realtors Hub,,,"South Delhi Luxury Floors, Greater Kailash 2",https://www.magicbricks.com/south-delhi-luxury-floors-greater-kailash-2-new-delhi-pdpid-4d4235333337323339,2250,"21,111 per sqft","South Delhi Luxury Floors in the heart of Greater Kailash -2 is excellent, beautiful and well located floors which includes luxury inventories.Our projects are only 2 minutes away from Greater Kailash Metro Station, and it is only 30 TO 35 minutes away from NOIDA, GURUGRAM & CANNAUGHT PLACE."
P_204,Zenith Estates,3.97 Cr,3,New Property,6,North - East,Semi-Furnished,Freehold,TARC Tripundra,3,2,Under Construction,,,,"TARC Tripundra, Bijwasan",https://www.magicbricks.com/tarc-tripundra-bijwasan-new-delhi-pdpid-4d4235333332373335,1630,"17,996 per sqft","At the centre of a green and luxurious neighbourhood, Tripundra is picturesquely situated in the vicinity of the Rajokri and Pushpanjali Farms,on Main Bijwasan Road. Now, live a comfortable lifestyle in a wellconnected location with prominent destinations of the national capital nearby. Keeping you in mind, Tripundra offers elegantly designed, fully loaded homes with premium interiors and fittings. Choose from a variety of themes crafted from prevailing design trends. Welcome to a special place enriched with the goodness of wholesome life having premium and luxurious amenities ranging from"
P_205,The Dream House,7.10 Cr,4,Resale,2,North,Furnished,Freehold,,5,,Ready to Move,,500,,Vasant Vihar,,2200,"31,556 per sqft",four hundred yds ultra modern second floor apartment stilt parking for two cars ready to move in property split AC moduler kitchen security guards adjoing park must see location
P_206,The Dream House,3.30 Cr,3,Resale,Ground,South,Semi-Furnished,,,3,1,Ready to Move, Buniyad Retail,,,East Of Kailash,,200,"18,333 per sqft","It is Independent Builder Floor Available For Sale in East of Kailash, South Delhi, Ground Floor, Area 200 Sqyd, 3bhk with Attached Bathroom, Freehold, Modular Kitchen, Gas Pipe Line, Excellent Interior, Back and Front side Balconies. lift, Servant Room, Natural Light, Fully Ventilation, Good Water Storage, 1 car Parking, Visitors Parking Also Available, On Wide Road, Near to Park, 24 Hours Water and Electricity Supply, Clear and Crystal Deal,  Peaceful location, Near to ATM, Market, Hospital. For more details please contact us."
P_207,The Dream House,2.10 Cr,3,New Property,2,East,Unfurnished,Freehold,,3,1,Ready to Move, Shri Krishna Associates Property Consultants,,,Janakpuri Block B1,,1350,"15,556 per sqft",Available 3bhk builder floor for salen in janakpuri 3 bhk 3 toilet bath attached all wood work flooring marble modular kitchen with flift car parking reserved.
P_208,The Dream House,2.65 Cr,3,Resale,16,North - East,Semi-Furnished,Freehold,DLF Capital Greens 1 and 2,3,1,Ready to Move, Parul Mittal Real Estates,,,"DLF Capital Greens 1 and 2, New Moti Nagar, Kirti Nagar",https://www.magicbricks.com/dlf-capital-greens-1-and-2-moti-nagar-new-delhi-pdpid-4d4235303031303330,1237,"16,061 per sqft","3 bhk with 3 toilet dlf apartment is available for sale semifurnished internal park facing specifications wood work done in bedrooms kitchen all bathrooms have geysers fitted this apartment is park facing unit overlooking internal gardens amenities . We have many more options as per your requirement in netaji subhash place,pitampura,rohini,for more details feel free to call or visit parul mittal  future estates c001dlf capital greens moti nagar 110015."
P_209,Sahyog Properties,1.50 Cr,3,Resale,Ground,North,Unfurnished,Freehold,DDA KD Block,2,1,Ready to Move,,5500,,"DDA KD Block, Pitampura",https://www.magicbricks.com/dda-kd-block-pitampura-new-delhi-pdpid-4d4235303131333138,1000,"12,500 per sqft",Available For Sale 3 BHK Residential Apartment area 1200 Sq. ft. approx good looking well maintained society on ground floor in JD Block pitampura
P_210,Sahyog Properties,95 Lac,3,New Property,1,North,Semi-Furnished,Freehold,Sree Badrinath Apartment,2,1,Ready to Move, LAMAR REALTY,,,"Sree Badrinath Apartment, Dwarka Sector 28",https://www.magicbricks.com/sree-badrinath-apartment-dwarka-new-delhi-pdpid-4d4235303131303433,130,"8,120 per sqft","Looking for a luxurious apartment with best facilities You are at the right placeA freehold residential apartment. It is located on the 1st floor, which comprises of 3 bedrooms, 2 bathrooms, and kitchen.There is a balcony in the property, which makes it fully ventilated, full of natural light, with a relaxing view to enjoy.Everything within the apartment is of high quality.Residents will be able to enjoy safe, and secure neighbourhood , as the community is gated.The property is at favorable locality, as it is close to metro station, which makes it convenient for the residents"
P_211,Sahyog Properties,5 Cr,4,New Property,1,North - East,Semi-Furnished,Freehold,,4,2,Ready to Move, Agent Hero Realtor,,,Greater Kailash 1,,280,"18,519 per sqft","It s newly constructed property, with 2 reserved car parking, NE facing, Its on 30 feet wide road, with wardrob in each room, and 7 AC, and ceiling fan is installed in the entire flat floor."
P_212,Sahyog Properties,4.75 Cr,4,New Property,1,,Semi-Furnished,,South Delhi Luxury Floors,4,,Ready to Move, Realtors Hub,,,"South Delhi Luxury Floors, Greater Kailash 2",https://www.magicbricks.com/south-delhi-luxury-floors-greater-kailash-2-new-delhi-pdpid-4d4235333337323339,2250,"21,111 per sqft","South Delhi Luxury Floors in the heart of Greater Kailash -2 is excellent, beautiful and well located floors which includes luxury inventories.Our projects are only 2 minutes away from Greater Kailash Metro Station, and it is only 30 TO 35 minutes away from NOIDA, GURUGRAM & CANNAUGHT PLACE."
P_213,Zenith Estates,3.97 Cr,3,New Property,6,North - East,Semi-Furnished,Freehold,TARC Tripundra,3,2,Under Construction,,,,"TARC Tripundra, Bijwasan",https://www.magicbricks.com/tarc-tripundra-bijwasan-new-delhi-pdpid-4d4235333332373335,1630,"17,996 per sqft","At the centre of a green and luxurious neighbourhood, Tripundra is picturesquely situated in the vicinity of the Rajokri and Pushpanjali Farms,on Main Bijwasan Road. Now, live a comfortable lifestyle in a wellconnected location with prominent destinations of the national capital nearby. Keeping you in mind, Tripundra offers elegantly designed, fully loaded homes with premium interiors and fittings. Choose from a variety of themes crafted from prevailing design trends. Welcome to a special place enriched with the goodness of wholesome life having premium and luxurious amenities ranging from"
P_214,The Dream House,7.10 Cr,4,Resale,2,North,Furnished,Freehold,,5,,Ready to Move,,500,,Vasant Vihar,,2200,"31,556 per sqft",four hundred yds ultra modern second floor apartment stilt parking for two cars ready to move in property split AC moduler kitchen security guards adjoing park must see location
